term,polarity,score_norm,O_score,pmi_mis,pmi_non,cooc_mis,cooc_non,freq_mis,freq_non,freq_total,origem
oportunista,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,8,0,12,4,16,semente+pmi
quintal,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,5,0,7,3,10,semente+pmi
orcrim,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,3,0,1,5,6,pmi_expandido
implantar,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,3,0,3,3,6,pmi_expandido
ferreira,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,3,0,0,6,6,pmi_expandido
lembr,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,3,0,2,4,6,pmi_expandido
legislativo,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,4,0,2,6,8,pmi_expandido
impune,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,6,0,4,8,12,pmi_expandido
media,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,4,0,3,5,8,pmi_expandido
capim,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,3,0,3,3,6,pmi_expandido
bonitinha,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,3,0,2,4,6,pmi_expandido
baderneiro,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,3,0,5,1,6,semente+pmi
mocinha,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,4,0,5,2,8,semente+pmi
chef,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,4,0,3,4,8,pmi_expandido
socialista,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,8,0,8,7,16,semente+pmi
bolsonarotemrazao,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,3,0,1,5,6,pmi_expandido
manifestante,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,3,0,4,2,6,pmi_expandido
rebelde,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,4,0,7,1,8,semente+pmi
cúmplice,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,3,0,2,4,6,pmi_expandido
protagonista,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,4,0,1,7,8,pmi_expandido
pig,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,3,0,3,3,6,pmi_expandido
marcha,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,4,0,3,5,8,pmi_expandido
íntegro,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,3,0,2,4,6,pmi_expandido
reager,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,3,0,2,4,6,pmi_expandido
master,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,4,0,3,5,8,pmi_expandido
fanático,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,3,0,2,4,6,pmi_expandido
facção,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,3,0,2,3,6,pmi_expandido
emma,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,4,0,3,5,8,pmi_expandido
ira,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,3,0,2,4,6,pmi_expandido
hetero,misogino,1.5367644025904048,1.5367644025904048,0.5574631952329668,-0.9793012073574379,11,2,19,40,59,pmi_expandido
mimimi,misogino,1.5367644025904048,1.5367644025904048,0.5406560769165857,-0.996108325673819,11,2,29,27,60,pmi_expandido
ignorante,misogino,1.5367644025904048,1.5367644025904048,0.9461211850247502,-0.5906432175656546,11,2,16,24,40,pmi_expandido
governo,misogino,1.5236923210230522,1.5236923210230522,0.7359562293431301,-0.787736091679922,76,14,103,215,341,pmi_expandido
política,misogino,1.5059927439236511,1.5059927439236511,0.4879055115310567,-1.0180872323925945,16,3,34,57,92,pmi_expandido
flamengo,nao_misogino,3.3034779055771697,-3.3034779055771697,-2.093627973946015,1.2098499316311548,1,23,0,71,76,semente+pmi
jogador,nao_misogino,3.2125061273714435,-3.2125061273714435,-2.0669597268638538,1.1455464005075895,1,21,2,63,74,pmi_expandido
carioca,nao_misogino,3.1637159632020113,-3.1637159632020113,-2.093627973946015,1.0700879892559962,1,20,0,74,76,semente+pmi
perdi,nao_misogino,2.9405724118878016,-2.9405724118878016,-1.8572391958817849,1.083333216006017,1,16,5,55,60,pmi_expandido
feira,nao_misogino,2.9405724118878016,-2.9405724118878016,-2.2055458901500007,0.7350265217378009,1,16,7,78,85,pmi_expandido
voleinaglobo,nao_misogino,2.8760338907502305,-2.8760338907502305,-1.4517740877736203,1.42425980297661,1,15,1,39,40,pmi_expandido
palmeira,nao_misogino,2.8760338907502305,-2.8760338907502305,-1.4517740877736203,1.42425980297661,1,15,1,35,40,pmi_expandido
série,nao_misogino,2.807041019263279,-2.807041019263279,-2.1323424861267055,0.6746985331365734,1,14,4,70,79,pmi_expandido
vamo,nao_misogino,2.807041019263279,-2.807041019263279,-1.7237078032572621,1.0833332160060167,2,28,5,95,105,pmi_expandido
daniel,nao_misogino,2.7829434676842184,-2.7829434676842184,-0.7073336128261248,2.0756098548580937,3,41,4,48,57,pmi_expandido
caraio,nao_misogino,2.652890339436021,-2.652890339436021,-2.3680648196477754,0.2848255197882452,1,12,1,98,100,pmi_expandido
army,nao_misogino,2.565878962446391,-2.565878962446391,-0.8983888495888339,1.6674901128575572,1,11,2,17,23,pmi_expandido
voleinaglobar,nao_misogino,2.5658789624463907,-2.5658789624463907,-1.3738125463039086,1.1920664161424823,1,11,0,37,37,semente+pmi
crl,nao_misogino,2.5658789624463907,-2.5658789624463907,-1.8404320775654035,0.7254468848809874,1,11,3,55,59,pmi_expandido
vel,nao_misogino,2.5658789624463907,-2.5658789624463907,-1.2594021951261645,1.3064767673202264,1,11,0,30,33,semente+pmi
sábado,nao_misogino,2.5658789624463907,-2.5658789624463907,-1.921777717019356,0.6441012454270348,1,11,4,58,64,pmi_expandido
cheguei,nao_misogino,2.470568782642066,-2.470568782642066,-1.6547149317703107,0.8158538508717552,1,10,1,48,49,pmi_expandido
meta,nao_misogino,2.470568782642066,-2.470568782642066,-1.3738125463039086,1.0967562363381576,1,10,3,30,37,pmi_expandido
proximidade,nao_misogino,2.470568782642066,-2.470568782642066,-0.9409484640076297,1.5296203186344364,1,10,0,24,24,semente+pmi
paulista,nao_misogino,2.4192754882545153,-2.4192754882545153,-1.5695571234300039,0.8497183648245115,2,19,2,84,90,pmi_expandido
luansantanashow,nao_misogino,2.4050890559883364,-2.4050890559883364,0.0,2.4050890559883364,0,18,0,18,18,semente+pmi
luanete,nao_misogino,2.4050890559883364,-2.4050890559883364,0.0,2.4050890559883364,0,18,0,18,18,semente+pmi
gogh,nao_misogino,2.4050890559883364,-2.4050890559883364,0.0,2.4050890559883364,0,6,0,6,6,pmi_expandido
luansantano,nao_misogino,2.4050890559883364,-2.4050890559883364,0.0,2.4050890559883364,0,17,0,17,17,semente+pmi
tourette,nao_misogino,2.4050890559883364,-2.4050890559883364,0.0,2.4050890559883364,0,26,0,26,26,semente+pmi
manaa,nao_misogino,2.4050890559883364,-2.4050890559883364,0.0,2.4050890559883364,0,7,0,7,7,pmi_expandido
incr,nao_misogino,2.405089055988336,-2.405089055988336,0.0,2.405089055988336,0,5,0,5,5,pmi_expandido
road,nao_misogino,2.405089055988336,-2.405089055988336,0.0,2.405089055988336,0,5,0,5,5,pmi_expandido
perfeito,nao_misogino,2.36520826698424,-2.36520826698424,-2.3324376420046247,0.03277062497961544,2,18,11,181,193,pmi_expandido
carai,nao_misogino,2.36520826698424,-2.36520826698424,-2.0848173442638607,0.2803909227203793,3,27,2,224,226,pmi_expandido
flor,nao_misogino,2.36520826698424,-2.36520826698424,-2.4357234681215902,-0.07051520113735044,1,9,2,99,107,pmi_expandido
aniversário,nao_misogino,2.36520826698424,-2.36520826698424,-1.8900290187047757,0.4751792482794641,1,9,2,59,62,pmi_expandido
banco,nao_misogino,2.36520826698424,-2.36520826698424,-1.3738125463039086,0.9913957206803313,1,9,2,33,37,pmi_expandido
angola,nao_misogino,2.3652082669842396,-2.3652082669842396,-2.7867751545059605,-0.4215668875217207,1,9,30,113,152,pmi_expandido
paulinha,nao_misogino,2.3444644341719014,-2.3444644341719014,0.0,2.3444644341719014,0,16,0,17,17,semente+pmi
overdose,nao_misogino,2.2958897640233444,-2.2958897640233444,0.0,2.2958897640233444,0,26,0,29,29,semente+pmi
cola,nao_misogino,2.2715576633638133,-2.2715576633638133,0.0,2.2715576633638133,0,7,0,8,8,pmi_expandido
sozinho,nao_misogino,2.247425231327856,-2.247425231327856,-2.0255745107009995,0.22185072062685676,1,8,3,67,71,pmi_expandido
camisa,nao_misogino,2.247425231327856,-2.247425231327856,-1.5470842675779453,0.7003409637499111,1,8,1,38,44,pmi_expandido
est,nao_misogino,2.247425231327856,-2.247425231327856,-1.6130422353697427,0.6343829959581138,1,8,1,40,47,pmi_expandido
erro,nao_misogino,2.247425231327856,-2.247425231327856,-1.9525493756861099,0.29487585564174656,1,8,10,52,66,pmi_expandido
surtar,nao_misogino,2.247425231327856,-2.247425231327856,-1.5470842675779453,0.7003409637499111,1,8,3,41,44,pmi_expandido
fudido,nao_misogino,2.247425231327856,-2.247425231327856,-1.8404320775654035,0.40699315376245276,1,8,3,56,59,pmi_expandido
tandara,nao_misogino,2.247425231327856,-2.247425231327856,-0.7073336128261244,1.5400916185017317,1,8,0,18,19,semente+pmi
dms,nao_misogino,2.247425231327856,-2.247425231327856,-1.7518786802239585,0.4955465511038978,1,8,0,54,54,semente+pmi
abençoar,nao_misogino,2.247425231327856,-2.247425231327856,-2.32724282512752,-0.07981759379966398,1,8,3,91,96,pmi_expandido
participar,nao_misogino,2.247425231327856,-2.247425231327856,-1.6130422353697427,0.6343829959581138,1,8,1,45,47,pmi_expandido
piris,nao_misogino,2.2227674991943815,-2.2227674991943815,0.0,2.2227674991943815,0,5,0,6,6,pmi_expandido
boywithluv,nao_misogino,2.2227674991943815,-2.2227674991943815,0.0,2.2227674991943815,0,5,0,6,6,pmi_expandido
vsf,nao_misogino,2.20486561690906,-2.20486561690906,-2.0395607526757393,0.16530486423332083,3,23,8,206,216,pmi_expandido
impressão,nao_misogino,2.200294643342323,-2.200294643342323,0.0,2.200294643342323,0,22,1,26,27,pmi_expandido
cantar,nao_misogino,2.182886710190285,-2.182886710190285,-1.3602068942481298,0.8226798159421551,2,15,7,61,73,pmi_expandido
vitória,nao_misogino,2.182886710190285,-2.182886710190285,-1.6130422353697427,0.5698444748205425,2,15,5,83,94,pmi_expandido
científico,nao_misogino,2.1819455046741267,-2.1819455046741267,0.0,2.1819455046741267,0,4,0,5,5,pmi_expandido
empate,nao_misogino,2.1819455046741267,-2.1819455046741267,0.0,2.1819455046741267,0,4,0,5,5,pmi_expandido
acabámos,nao_misogino,2.1819455046741267,-2.1819455046741267,0.0,2.1819455046741267,0,4,0,5,5,pmi_expandido
enfiar,nao_misogino,2.148985158514604,-2.148985158514604,-1.2364126769014656,0.9125724816131382,4,29,11,118,129,pmi_expandido
pqp,nao_misogino,2.148985158514604,-2.148985158514604,-1.7123338404732524,0.4366513180413514,32,232,28,1618,1661,pmi_expandido
tbm,nao_misogino,2.113893838703334,-2.113893838703334,-1.7456867099760376,0.36820712872729644,3,21,15,144,161,pmi_expandido
cmg,nao_misogino,2.113893838703334,-2.113893838703334,-1.3916701637039153,0.7222236749994186,3,21,9,103,113,pmi_expandido
partida,nao_misogino,2.113893838703334,-2.113893838703334,-0.6532663915558489,1.460627447147485,1,7,0,16,18,semente+pmi
fev,nao_misogino,2.1138938387033335,-2.1138938387033335,-0.16078990645805455,1.953103932245279,1,7,1,10,11,pmi_expandido
parada,nao_misogino,2.1138938387033335,-2.1138938387033335,-1.2594021951261645,0.8544916435771691,1,7,3,30,33,pmi_expandido
jogo,nao_misogino,2.1138938387033335,-2.1138938387033335,-1.2843411434734164,0.8295526952299171,6,42,8,182,203,pmi_expandido
banho,nao_misogino,2.1138938387033335,-2.1138938387033335,-1.7141383522411113,0.399755486462222,1,7,3,45,52,pmi_expandido
agradecer,nao_misogino,2.1138938387033335,-2.1138938387033335,-1.770227818892155,0.3436660198111785,1,7,8,46,55,pmi_expandido
praia,nao_misogino,2.1138938387033335,-2.1138938387033335,-1.8737684978329952,0.24012534087033832,1,7,4,55,61,pmi_expandido
semana,nao_misogino,2.1138938387033335,-2.1138938387033335,-2.273754140176534,-0.1598603014732006,2,14,8,165,182,pmi_expandido
the,nao_misogino,2.1138938387033335,-2.1138938387033335,-1.303853957696998,0.8100398810063354,2,14,3,64,69,pmi_expandido
mara,nao_misogino,2.1138938387033335,-2.1138938387033335,-0.8074170713831071,1.3064767673202264,1,7,0,20,21,semente+pmi
poxa,nao_misogino,2.1138938387033335,-2.1138938387033335,-1.5240947493532466,0.5897990893500871,1,7,2,40,43,pmi_expandido
fab,nao_misogino,2.0765849890163004,-2.0765849890163004,0.0,2.0765849890163004,0,18,0,25,25,semente+pmi
cpx,nao_misogino,2.0686168193671235,-2.0686168193671235,0.0,2.0686168193671235,0,5,0,1,7,pmi_expandido
sub,nao_misogino,2.0484141120496036,-2.0484141120496036,0.0,2.0484141120496036,0,7,1,8,10,pmi_expandido
paulinho,nao_misogino,2.0484141120496036,-2.0484141120496036,0.0,2.0484141120496036,0,7,0,10,10,pmi_expandido
tour,nao_misogino,2.0484141120496036,-2.0484141120496036,0.0,2.0484141120496036,0,7,0,10,10,pmi_expandido
união,nao_misogino,2.039785866549612,-2.039785866549612,-0.4709448347618942,1.5688410317877177,2,13,3,26,30,pmi_expandido
cabelo,nao_misogino,2.013810380146351,-2.013810380146351,-1.8460658952836597,0.16774448486269164,3,19,15,154,178,pmi_expandido
mensagem,nao_misogino,2.0005651533963307,-2.0005651533963307,-1.1039880912521343,0.8965770621441963,4,25,4,106,113,pmi_expandido
show,nao_misogino,2.0005651533963302,-2.0005651533963302,-1.2128821794912714,0.787682973905059,4,25,9,108,126,pmi_expandido
expectativa,nao_misogino,1.999623947880172,-1.999623947880172,0.0,1.999623947880172,0,4,0,6,6,pmi_expandido
nio,nao_misogino,1.999623947880172,-1.999623947880172,0.0,1.999623947880172,0,4,0,5,6,pmi_expandido
casino,nao_misogino,1.999623947880172,-1.999623947880172,0.0,1.999623947880172,0,4,0,6,6,pmi_expandido
alvalade,nao_misogino,1.999623947880172,-1.999623947880172,0.0,1.999623947880172,0,4,0,6,6,pmi_expandido
tokyo,nao_misogino,1.999623947880172,-1.999623947880172,0.0,1.999623947880172,0,4,0,6,6,pmi_expandido
loki,nao_misogino,1.999623947880172,-1.999623947880172,0.0,1.999623947880172,0,4,0,3,6,pmi_expandido
ppp,nao_misogino,1.9996239478801718,-1.9996239478801718,0.0,1.9996239478801718,0,6,0,9,9,pmi_expandido
time,nao_misogino,1.9871421330641899,-1.9871421330641899,-0.9615677512103655,1.0255743818538243,6,37,12,117,147,pmi_expandido
europeu,nao_misogino,1.9597431588760756,-1.9597431588760756,-0.7751562091648858,1.1845869497111898,3,18,13,46,61,pmi_expandido
proibir,nao_misogino,1.9597431588760754,-1.9597431588760754,-1.5695571234300039,0.39018603544607144,1,6,5,38,45,pmi_expandido
kkkkkkkkkk,nao_misogino,1.9597431588760754,-1.9597431588760754,-1.69472026638401,0.26502289249206545,2,12,5,97,102,pmi_expandido
torcedor,nao_misogino,1.9597431588760754,-1.9597431588760754,-0.8983888495888339,1.0613543092872415,1,6,0,23,23,semente+pmi
incomodar,nao_misogino,1.9597431588760754,-1.9597431588760754,-1.6749176390878302,0.2848255197882452,1,6,4,43,50,pmi_expandido
brabo,nao_misogino,1.9597431588760754,-1.9597431588760754,-1.1301904636461582,0.8295526952299171,1,6,4,24,29,pmi_expandido
barça,nao_misogino,1.9597431588760752,-1.9597431588760752,-0.06547972665372975,1.8942634322223455,1,6,0,10,10,pmi_expandido
tag,nao_misogino,1.9597431588760752,-1.9597431588760752,-1.0587314996640131,0.901011659212062,1,6,0,27,27,semente+pmi
tnc,nao_misogino,1.9597431588760752,-1.9597431588760752,-1.5470842675779453,0.41265889129813,2,12,4,84,88,pmi_expandido
serio,nao_misogino,1.9597431588760752,-1.9597431588760752,-1.0950991438348878,0.8646440150411874,1,6,0,27,28,semente+pmi
marca,nao_misogino,1.9597431588760752,-1.9597431588760752,-1.0209911716811662,0.938751987194909,1,6,0,25,26,semente+pmi
uso,nao_misogino,1.9597431588760752,-1.9597431588760752,-1.5005642519430524,0.4591789069330228,1,6,6,35,42,pmi_expandido
sla,nao_misogino,1.9597431588760752,-1.9597431588760752,-1.5005642519430524,0.4591789069330228,1,6,3,39,42,pmi_expandido
onda,nao_misogino,1.9597431588760752,-1.9597431588760752,-1.0587314996640131,0.901011659212062,1,6,1,26,27,pmi_expandido
jungkook,nao_misogino,1.9597431588760752,-1.9597431588760752,-0.8539370870179999,1.1058060718580753,1,6,0,20,22,semente+pmi
troca,nao_misogino,1.9597431588760752,-1.9597431588760752,-0.5354833558994654,1.4242598029766098,1,6,1,15,16,pmi_expandido
pôr,nao_misogino,1.959743158876075,-1.959743158876075,-1.4517740877736203,0.5079690711024548,1,6,5,34,40,pmi_expandido
rafinha,nao_misogino,1.953103932245279,-1.953103932245279,0.0,1.953103932245279,0,7,0,11,11,pmi_expandido
barcelona,nao_misogino,1.945556726609896,-1.945556726609896,0.0,1.945556726609896,0,12,0,19,19,semente+pmi
sotaque,nao_misogino,1.9086521696744452,-1.9086521696744452,0.0,1.9086521696744452,0,14,0,20,23,semente+pmi
fiz,nao_misogino,1.902584745036127,-1.902584745036127,-1.3916701637039153,0.5109145813322117,3,17,5,103,113,pmi_expandido
twice,nao_misogino,1.8942634322223455,-1.8942634322223455,0.0,1.8942634322223455,0,3,0,5,5,pmi_expandido
demiter,nao_misogino,1.8942634322223455,-1.8942634322223455,0.0,1.8942634322223455,0,3,0,5,5,pmi_expandido
figueira,nao_misogino,1.8942634322223455,-1.8942634322223455,0.0,1.8942634322223455,0,6,0,10,10,pmi_expandido
bianca,nao_misogino,1.8942634322223455,-1.8942634322223455,0.0,1.8942634322223455,0,3,0,3,5,pmi_expandido
desanimar,nao_misogino,1.8942634322223455,-1.8942634322223455,0.0,1.8942634322223455,0,3,0,5,5,pmi_expandido
consideror,nao_misogino,1.8942634322223455,-1.8942634322223455,0.0,1.8942634322223455,0,3,0,5,5,pmi_expandido
descubra,nao_misogino,1.8942634322223455,-1.8942634322223455,0.0,1.8942634322223455,0,3,0,5,5,pmi_expandido
will,nao_misogino,1.8942634322223455,-1.8942634322223455,0.0,1.8942634322223455,0,3,0,5,5,pmi_expandido
maquiar,nao_misogino,1.8942634322223455,-1.8942634322223455,0.0,1.8942634322223455,0,3,0,5,5,pmi_expandido
frio,nao_misogino,1.854382643218249,-1.854382643218249,-1.556134103097863,0.298248540120386,5,27,11,202,222,pmi_expandido
per,nao_misogino,1.8454732680529138,-1.8454732680529138,0.0,1.8454732680529138,0,4,0,7,7,pmi_expandido
cuéllar,nao_misogino,1.8454732680529138,-1.8454732680529138,0.0,1.8454732680529138,0,4,0,7,7,pmi_expandido
porraaa,nao_misogino,1.8454732680529138,-1.8454732680529138,0.0,1.8454732680529138,0,4,0,7,7,pmi_expandido
spfc,nao_misogino,1.8454732680529138,-1.8454732680529138,0.0,1.8454732680529138,0,4,0,7,7,pmi_expandido
futebol,nao_misogino,1.8262117662515527,-1.8262117662515527,-1.0861304738521276,0.7400812923994252,4,21,14,90,111,pmi_expandido
espanha,nao_misogino,1.8173023910862174,-1.8173023910862174,0.0,1.8173023910862174,0,5,1,8,9,pmi_expandido
caralho,nao_misogino,1.799400508800896,-1.799400508800896,-1.3433223795461213,0.45607812925477476,45,230,54,1538,1615,pmi_expandido
festa,nao_misogino,1.777421602082121,-1.777421602082121,-1.186070922040615,0.591350680041506,3,15,4,82,92,pmi_expandido
baile,nao_misogino,1.777421602082121,-1.777421602082121,-1.2892551582758456,0.48816644380627533,1,5,0,32,34,semente+pmi
parceiro,nao_misogino,1.777421602082121,-1.777421602082121,-0.5961079777159003,1.1813136243662206,1,5,1,15,17,pmi_expandido
chuva,nao_misogino,1.777421602082121,-1.777421602082121,-1.5356555717543225,0.24176603032779836,2,10,6,78,87,pmi_expandido
terminar,nao_misogino,1.777421602082121,-1.777421602082121,-1.2286305364594108,0.5487910656227101,2,10,13,49,64,pmi_expandido
dai,nao_misogino,1.777421602082121,-1.777421602082121,-0.9817704585278849,0.7956511435542359,1,5,2,23,25,pmi_expandido
lateral,nao_misogino,1.777421602082121,-1.777421602082121,-0.8983888495888339,0.8790327524932869,1,5,1,21,23,pmi_expandido
vasco,nao_misogino,1.7774216020821207,-1.7774216020821207,-0.11426989082316179,1.6631517112589589,2,10,0,17,21,semente+pmi
qnd,nao_misogino,1.7774216020821207,-1.7774216020821207,-1.3324273301410543,0.44499427194106644,2,10,3,65,71,pmi_expandido
guardar,nao_misogino,1.7774216020821207,-1.7774216020821207,-1.0950991438348878,0.6823224582472329,1,5,1,25,28,pmi_expandido
contratação,nao_misogino,1.7774216020821207,-1.7774216020821207,-0.30186850471796006,1.4755530973641606,3,15,0,35,38,semente+pmi
baiano,nao_misogino,1.7774216020821207,-1.7774216020821207,-1.1640920153218395,0.6133295867602813,1,5,3,24,30,pmi_expandido
dio,nao_misogino,1.7774216020821207,-1.7774216020821207,-0.5354833558994654,1.2419382461826554,1,5,0,15,16,semente+pmi
sol,nao_misogino,1.7774216020821207,-1.7774216020821207,-1.5470842675779453,0.2303373345041755,1,5,2,41,44,pmi_expandido
mana,nao_misogino,1.7774216020821205,-1.7774216020821205,-0.8074170713831071,0.9700045306990135,1,5,2,19,21,pmi_expandido
desmatamento,nao_misogino,1.7774216020821205,-1.7774216020821205,-0.8539370870179999,0.9234845150641208,1,5,0,19,22,semente+pmi
kkkkkkkkkkkkk,nao_misogino,1.7774216020821205,-1.7774216020821205,-1.8737684978329952,-0.09634689575087466,1,5,3,58,61,pmi_expandido
luiz,nao_misogino,1.7774216020821205,-1.7774216020821205,-0.7586269072136751,1.0187946948684454,1,5,1,19,20,pmi_expandido
alcançar,nao_misogino,1.7774216020821205,-1.7774216020821205,-0.16078990645805455,1.616631695624066,1,5,1,9,11,pmi_expandido
musica,nao_misogino,1.7774216020821205,-1.7774216020821205,-1.7518786802239585,0.025542921858162086,1,5,3,46,54,pmi_expandido
faculdade,nao_misogino,1.7774216020821205,-1.7774216020821205,-1.4517740877736203,0.3256475143085002,1,5,7,32,40,pmi_expandido
tricolor,nao_misogino,1.7774216020821205,-1.7774216020821205,-0.32784399112122076,1.4495776109608998,1,5,0,13,13,pmi_expandido
sobra,nao_misogino,1.7774216020821205,-1.7774216020821205,0.1576638246604799,1.9350854267426005,1,5,2,6,8,pmi_expandido
torcida,nao_misogino,1.7774216020821205,-1.7774216020821205,-1.0587314996640131,0.7186901024181074,2,10,3,46,54,pmi_expandido
data,nao_misogino,1.7774216020821205,-1.7774216020821205,-0.40195196327494254,1.375469638807178,2,10,2,26,28,pmi_expandido
buscar,nao_misogino,1.7774216020821205,-1.7774216020821205,-0.7833195198040465,0.9941020822780742,2,10,4,36,41,pmi_expandido
dani,nao_misogino,1.7764803965659621,-1.7764803965659621,0.0,1.7764803965659621,0,8,0,15,15,semente+pmi
psg,nao_misogino,1.7691002892683396,-1.7691002892683396,0.0,1.7691002892683396,0,9,0,16,17,semente+pmi
porrar,nao_misogino,1.752103794097831,-1.752103794097831,-1.4391953055667603,0.3129084885310707,8,39,7,308,316,pmi_expandido
amer,nao_misogino,1.72612830769457,-1.72612830769457,-1.2207873589983849,0.5053409486961852,8,38,4,240,254,pmi_expandido
atravessar,nao_misogino,1.711941875428391,-1.711941875428391,0.0,1.711941875428391,0,4,0,8,8,pmi_expandido
fem,nao_misogino,1.711941875428391,-1.711941875428391,0.0,1.711941875428391,0,3,0,6,6,pmi_expandido
chan,nao_misogino,1.711941875428391,-1.711941875428391,0.0,1.711941875428391,0,4,0,6,8,pmi_expandido
luis,nao_misogino,1.711941875428391,-1.711941875428391,0.0,1.711941875428391,0,3,0,5,6,pmi_expandido
trailer,nao_misogino,1.711941875428391,-1.711941875428391,0.0,1.711941875428391,0,3,0,6,6,pmi_expandido
hoseok,nao_misogino,1.711941875428391,-1.711941875428391,0.0,1.711941875428391,0,6,0,12,12,semente+pmi
sapato,nao_misogino,1.711941875428391,-1.711941875428391,0.0,1.711941875428391,0,3,0,5,6,pmi_expandido
cópia,nao_misogino,1.711941875428391,-1.711941875428391,0.0,1.711941875428391,0,3,0,5,6,pmi_expandido
thiago,nao_misogino,1.711941875428391,-1.711941875428391,0.0,1.711941875428391,0,4,0,7,8,pmi_expandido
eta,nao_misogino,1.711941875428391,-1.711941875428391,0.0,1.711941875428391,0,3,1,5,6,pmi_expandido
caravana,nao_misogino,1.711941875428391,-1.711941875428391,0.0,1.711941875428391,0,4,0,8,8,pmi_expandido
blusa,nao_misogino,1.711941875428391,-1.711941875428391,0.0,1.711941875428391,0,6,0,11,12,semente+pmi
poc,nao_misogino,1.711941875428391,-1.711941875428391,0.0,1.711941875428391,0,4,0,6,8,pmi_expandido
empatar,nao_misogino,1.7119418754283908,-1.7119418754283908,0.0,1.7119418754283908,0,5,0,10,10,pmi_expandido
atlético,nao_misogino,1.7119418754283908,-1.7119418754283908,0.0,1.7119418754283908,0,5,0,10,10,pmi_expandido
central,nao_misogino,1.7119418754283908,-1.7119418754283908,0.0,1.7119418754283908,0,5,0,10,10,pmi_expandido
flu,nao_misogino,1.7119418754283908,-1.7119418754283908,0.0,1.7119418754283908,0,5,0,10,10,pmi_expandido
amanhã,nao_misogino,1.7084287305951693,-1.7084287305951693,-1.2286305364594108,0.4797981941357586,3,14,6,87,96,pmi_expandido
música,nao_misogino,1.69403999314307,-1.69403999314307,-1.0661116069616359,0.6279283861814341,5,23,4,126,136,pmi_expandido
msg,nao_misogino,1.6720610864242946,-1.6720610864242946,-0.5662550145662192,1.1058060718580753,2,9,1,31,33,pmi_expandido
bahia,nao_misogino,1.6720610864242946,-1.6720610864242946,-0.8074170713831071,0.8646440150411874,2,9,3,38,42,pmi_expandido
fam,nao_misogino,1.6720610864242944,-1.6720610864242944,0.22220234579805112,1.8942634322223455,2,9,0,13,15,pmi_expandido
saudade,nao_misogino,1.6720610864242944,-1.6720610864242944,-1.3872355666360492,0.2848255197882452,4,18,11,138,150,pmi_expandido
mds,nao_misogino,1.6720610864242944,-1.6720610864242944,-1.4517740877736203,0.22028699865067408,2,9,2,76,80,pmi_expandido
papo,nao_misogino,1.6720610864242942,-1.6720610864242942,-1.0400393666518606,0.6320217197724337,2,9,8,44,53,pmi_expandido
seleção,nao_misogino,1.6578746541581153,-1.6578746541581153,0.0,1.6578746541581153,0,9,0,18,19,semente+pmi
conheci,nao_misogino,1.6249304984387611,-1.6249304984387611,0.0,1.6249304984387611,0,11,0,24,24,semente+pmi
taehyung,nao_misogino,1.616631695624066,-1.616631695624066,0.0,1.616631695624066,0,5,0,9,11,pmi_expandido
agr,nao_misogino,1.6149026725843458,-1.6149026725843458,-1.1301904636461582,0.48471220893818767,4,17,4,112,116,pmi_expandido
neurose,nao_misogino,1.5941588397720075,-1.5941588397720075,0.0,1.5941588397720075,0,4,0,9,9,pmi_expandido
jogão,nao_misogino,1.5941588397720075,-1.5941588397720075,0.0,1.5941588397720075,0,4,0,9,9,semente+pmi
ritmo,nao_misogino,1.5941588397720075,-1.5941588397720075,0.0,1.5941588397720075,0,4,0,9,9,pmi_expandido
